ID,Gender,Education,Alcohol(Class),Cannabis(Class),Crack(Class),Heroin(Class)
1567.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1568.0,Mujer,Diploma/certificado profesional,En el último mes,Nunca,Nunca,Nunca
1569.0,Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1570.0,Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1571.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1572.0,Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1573.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En la última semana,Nunca,Nunca
1574.0,Mujer,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
1575.0,Mujer,Diploma/certificado profesional,En el último año,Nunca,Nunca,Nunca
1576.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1577.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Hace mas de una decada,Nunca,Nunca
1578.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1579.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1580.0,Mujer,Maestría finalizada,En el último mes,Hace mas de una decada,Nunca,Nunca
1581.0,Mujer,Dejó la escuela a los 16 años,Ayer,Nunca,Nunca,Nunca
1582.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1583.0,Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1584.0,Hombre,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
1585.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1586.0,Mujer,Grado Universitario,Ayer,En la última semana,En la última semana,Nunca
1587.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1588.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1589.0,Hombre,Dejó la escuela a los 16 años,Ayer,Nunca,Nunca,Nunca
1590.0,Hombre,Diploma/certificado profesional,En el último mes,Hace mas de una decada,Nunca,Nunca
1591.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1592.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1593.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1594.0,Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
1595.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1596.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1597.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Nunca,Nunca,Nunca
1598.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1599.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1600.0,Mujer,Diploma/certificado profesional,En el último mes,Hace mas de una decada,Nunca,Nunca
1601.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1602.0,Hombre,Maestría finalizada,En el último mes,En la última semana,Nunca,Nunca
1603.0,Mujer,Maestría finalizada,Ayer,Nunca,Nunca,Nunca
1604.0,Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1605.0,Hombre,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
1606.0,Mujer,Grado Universitario,Nunca,Nunca,Nunca,Nunca
1607.0,Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1608.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1609.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,En la última decada,En la última semana
1610.0,Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1611.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1612.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1613.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1614.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Hace mas de una decada,Nunca,Nunca
1615.0,Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
1616.0,Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1617.0,Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1618.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1619.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Hace mas de una decada,En la última decada
1620.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1621.0,Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1622.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1623.0,Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1624.0,Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1625.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Hace mas de una decada,Nunca
1626.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1627.0,Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
1628.0,Mujer,Maestría finalizada,En el último mes,Hace mas de una decada,Nunca,Nunca
1629.0,Mujer,Maestría finalizada,En el último año,Nunca,Nunca,Nunca
1630.0,Mujer,Diploma/certificado profesional,En la última decada,Hace mas de una decada,Nunca,Nunca
1631.0,Mujer,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1632.0,Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
1633.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
1634.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1635.0,Mujer,Dejó la escuela a los 18 años,En el último mes,Nunca,Nunca,Nunca
1636.0,Hombre,Dejó la escuela antes de los 16 años,En la última semana,Nunca,Nunca,Nunca
1637.0,Mujer,Diploma/certificado profesional,En el último mes,Nunca,Nunca,Nunca
1638.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1639.0,Mujer,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
1640.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1641.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1642.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1643.0,Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1644.0,Mujer,Diploma/certificado profesional,En el último año,Nunca,Nunca,Nunca
1645.0,Mujer,Maestría finalizada,En el último año,Hace mas de una decada,Nunca,Nunca
1646.0,Hombre,Dejó la escuela a los 16 años,En la última semana,Hace mas de una decada,Nunca,Nunca
1647.0,Hombre,Diploma/certificado profesional,Ayer,En la última semana,Nunca,Nunca
1648.0,Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1649.0,Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1650.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1651.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1652.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última semana,En la última semana,Nunca
1653.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Ayer
1654.0,Mujer,Doctorado finalizado,En la última semana,Hace mas de una decada,Nunca,Nunca
1655.0,Hombre,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
1656.0,Mujer,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
1657.0,Mujer,Grado Universitario,En el último mes,En la última semana,Nunca,Nunca
1658.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,En la última decada,En la última decada
1659.0,Hombre,Diploma/certificado profesional,En el último mes,En la última decada,Nunca,Nunca
1660.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1661.0,Mujer,Diploma/certificado profesional,En el último año,En la última decada,En la última semana,En la última semana
1662.0,Mujer,Dejó la escuela antes de los 16 años,En la última decada,Ayer,Nunca,Nunca
1663.0,Hombre,Diploma/certificado profesional,En la última semana,Ayer,En la última semana,Nunca
1664.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1665.0,Mujer,Doctorado finalizado,En la última semana,En la última semana,En la última semana,Nunca
1666.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1667.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1668.0,Mujer,Doctorado finalizado,En el último año,En la última semana,Nunca,Nunca
1669.0,Hombre,Diploma/certificado profesional,En el último año,Hace mas de una decada,Nunca,Nunca
1670.0,Mujer,Grado Universitario,En el último mes,Hace mas de una decada,Nunca,Nunca
1671.0,Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1672.0,Hombre,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
1673.0,Mujer,Grado Universitario,En el último año,En la última semana,Nunca,Nunca
1674.0,Hombre,Diploma/certificado profesional,En el último año,En el último mes,Nunca,Nunca
1675.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1676.0,Hombre,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1677.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1678.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1679.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1680.0,Mujer,Grado Universitario,En el último año,Nunca,Nunca,Nunca
1681.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1682.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Nunca,Nunca,Nunca
1683.0,Hombre,Diploma/certificado profesional,En la última semana,En la última decada,Nunca,Nunca
1684.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1685.0,Hombre,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1686.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1687.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1688.0,Mujer,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1689.0,Mujer,Maestría finalizada,Ayer,En el último mes,Nunca,Nunca
1690.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última decada,Hace mas de una decada,Hace mas de una decada
1691.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En la última decada,Nunca,Nunca
1692.0,Mujer,Doctorado finalizado,En la última semana,Nunca,Nunca,Nunca
1693.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1694.0,Mujer,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1695.0,Hombre,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1696.0,Hombre,Diploma/certificado profesional,Ayer,Hace mas de una decada,Nunca,Nunca
1697.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
1698.0,Hombre,Doctorado finalizado,Ayer,En la última semana,Nunca,Nunca
1699.0,Mujer,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1700.0,Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1701.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último mes,Nunca,Nunca
1702.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1703.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1704.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última semana,Nunca,En la última decada
1705.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,En la última decada,Nunca
1706.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1707.0,Hombre,Grado Universitario,En el último mes,Nunca,Nunca,Nunca
1708.0,Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1709.0,Mujer,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
1710.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1711.0,Mujer,Dejó la escuela a los 18 años,En el último mes,Nunca,Nunca,Nunca
1712.0,Mujer,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1713.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Hace mas de una decada,Hace mas de una decada
1714.0,Mujer,Doctorado finalizado,En el último mes,En el último mes,Nunca,Nunca
1715.0,Mujer,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
1716.0,Hombre,Diploma/certificado profesional,Hace mas de una decada,Hace mas de una decada,Nunca,Nunca
1717.0,Hombre,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1718.0,Mujer,Maestría finalizada,En la última semana,Hace mas de una decada,Nunca,Nunca
1719.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1720.0,Mujer,Grado Universitario,En la última semana,Hace mas de una decada,Nunca,Nunca
1721.0,Mujer,Grado Universitario,Nunca,Nunca,Nunca,Nunca
1722.0,Mujer,Dejó la escuela a los 18 años,En la última semana,Hace mas de una decada,Nunca,Nunca
1723.0,Hombre,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1724.0,Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1725.0,Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
1726.0,Mujer,Dejó la escuela a los 16 años,En el último año,Nunca,Nunca,Nunca
1727.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1728.0,Mujer,Dejó la escuela a los 16 años,En el último mes,Nunca,Nunca,Nunca
1729.0,Hombre,Maestría finalizada,Ayer,Hace mas de una decada,Nunca,Nunca
1730.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,Nunca,Nunca
1731.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,En la última decada,Nunca,Nunca
1732.0,Hombre,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
1733.0,Hombre,Diploma/certificado profesional,En el último mes,En la última semana,Nunca,Nunca
1734.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1735.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1736.0,Mujer,Maestría finalizada,En la última semana,En la última semana,Nunca,Nunca
1737.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1738.0,Hombre,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1739.0,Mujer,Dejó la escuela antes de los 16 años,En la última semana,Nunca,Nunca,Nunca
1740.0,Mujer,Diploma/certificado profesional,En el último mes,En la última semana,Nunca,Nunca
1741.0,Mujer,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1742.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1743.0,Hombre,Grado Universitario,En la última semana,En la última semana,Nunca,Nunca
1744.0,Mujer,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1745.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Nunca,Nunca,Nunca
1746.0,Mujer,Dejó la escuela a los 16 años,En el último mes,Nunca,Nunca,Nunca
1747.0,Mujer,Maestría finalizada,Nunca,Nunca,Nunca,Nunca
1748.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Nunca,Nunca,Nunca
1749.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1750.0,Mujer,Dejó la escuela a los 17 años,En la última semana,En la última decada,Nunca,Nunca
1751.0,Hombre,Dejó la escuela a los 16 años,En la última semana,Nunca,Nunca,Nunca
1752.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1753.0,Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1754.0,Mujer,Diploma/certificado profesional,Ayer,En la última semana,Nunca,Nunca
1755.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1756.0,Mujer,Dejó la escuela a los 18 años,En la última semana,Ayer,Nunca,Nunca
1757.0,Hombre,Dejó la escuela a los 18 años,En la última semana,Ayer,En la última decada,Nunca
1758.0,Hombre,Diploma/certificado profesional,Ayer,Nunca,Nunca,Nunca
1759.0,Hombre,Maestría finalizada,En el último año,En la última decada,Nunca,En la última decada
1760.0,Hombre,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1761.0,Mujer,Diploma/certificado profesional,En la última semana,Hace mas de una decada,Nunca,Nunca
1762.0,Mujer,Diploma/certificado profesional,En la última semana,En la última semana,Nunca,Nunca
1763.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1764.0,Mujer,Grado Universitario,En el último mes,En el último mes,Nunca,Nunca
1765.0,Hombre,Dejó la escuela a los 16 años,En la última semana,En el último año,En el último mes,En el último mes
1766.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En el último año,En la última semana,En la última decada
1767.0,Mujer,Grado Universitario,En la última semana,En el último año,Nunca,Nunca
1768.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1769.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1770.0,Mujer,Diploma/certificado profesional,En la última semana,Nunca,Nunca,Nunca
1771.0,Hombre,Grado Universitario,En la última semana,En el último mes,Nunca,Nunca
1772.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,Hace mas de una decada,Nunca,Nunca
1773.0,Hombre,Dejó la escuela a los 18 años,En el último mes,Ayer,Nunca,Nunca
1774.0,Mujer,Maestría finalizada,Ayer,Ayer,En la última decada,En la última decada
1775.0,Mujer,Dejó la escuela a los 18 años,Nunca,Ayer,Nunca,En el último mes
1776.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1777.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1778.0,Mujer,Dejó la escuela a los 16 años,Hace mas de una decada,En la última semana,En la última semana,Hace mas de una decada
1779.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1780.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,En la última semana,Hace mas de una decada,Hace mas de una decada
1781.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Ayer
1782.0,Hombre,Dejó la escuela a los 18 años,En la última semana,En la última semana,Nunca,Nunca
1783.0,Mujer,Dejó la escuela a los 17 años,En la última semana,En el último año,Nunca,Nunca
1784.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Nunca,Nunca,Nunca
1785.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1786.0,Mujer,Maestría finalizada,En la última semana,En la última decada,Nunca,Nunca
1787.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1788.0,Hombre,Grado Universitario,En el último mes,En la última decada,Nunca,Nunca
1789.0,Mujer,Grado Universitario,Ayer,Hace mas de una decada,Nunca,Nunca
1790.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1791.0,Hombre,Dejó la escuela a los 17 años,En el último año,En el último año,Nunca,En la última semana
1792.0,Mujer,Doctorado finalizado,En el último mes,En la última semana,Nunca,En la última semana
1793.0,Hombre,Grado Universitario,Ayer,Ayer,En la última semana,Nunca
1794.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,Nunca,Nunca
1795.0,Mujer,Educación Técnica o de Universidad(No finalizada),Nunca,En el último año,Nunca,Nunca
1796.0,Hombre,Grado Universitario,Ayer,Ayer,En la última decada,En la última semana
1797.0,Mujer,Dejó la escuela a los 16 años,En la última decada,Ayer,En la última semana,Nunca
1798.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En la última decada,Nunca,Nunca
1799.0,Hombre,Grado Universitario,En el último año,En la última decada,Nunca,Nunca
1800.0,Hombre,Maestría finalizada,En la última semana,Nunca,Nunca,Nunca
1801.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,Hace mas de una decada,Nunca,Nunca
1802.0,Hombre,Doctorado finalizado,Ayer,Ayer,Nunca,Nunca
1803.0,Hombre,Maestría finalizada,En el último mes,Ayer,Nunca,Nunca
1804.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último mes,Nunca,En la última semana
1805.0,Hombre,Diploma/certificado profesional,En el último mes,En el último mes,Nunca,Nunca
1806.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En el último año,Nunca,Nunca
1807.0,Mujer,Diploma/certificado profesional,En el último mes,Ayer,Nunca,Nunca
1808.0,Hombre,Grado Universitario,En la última semana,Ayer,Hace mas de una decada,En la última semana
1809.0,Mujer,Maestría finalizada,En el último mes,Nunca,Nunca,Nunca
1810.0,Mujer,Dejó la escuela a los 17 años,En el último mes,Ayer,En la última semana,En la última semana
1811.0,Hombre,Grado Universitario,Ayer,Ayer,Nunca,En la última semana
1812.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,Nunca,Nunca
1813.0,Mujer,Dejó la escuela a los 18 años,En el último mes,En la última semana,Nunca,En la última semana
1814.0,Hombre,Grado Universitario,En el último mes,Hace mas de una decada,Hace mas de una decada,Hace mas de una decada
1815.0,Mujer,Grado Universitario,En la última decada,Ayer,Nunca,Nunca
1816.0,Mujer,Maestría finalizada,Ayer,En la última decada,Nunca,Nunca
1817.0,Hombre,Grado Universitario,En la última semana,Nunca,Nunca,Nunca
1818.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,Ayer,En la última semana,Nunca
1819.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1820.0,Hombre,Maestría finalizada,Ayer,En el último año,Nunca,Nunca
1821.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,Ayer,Nunca,Nunca
1822.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
1823.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,Nunca,Nunca
1824.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último mes,En la última decada,Nunca,Nunca
1825.0,Hombre,Grado Universitario,Ayer,Nunca,Nunca,Nunca
1826.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1827.0,Mujer,Grado Universitario,En el último mes,Ayer,Nunca,Nunca
1828.0,Mujer,Grado Universitario,En el último mes,En el último año,Hace mas de una decada,Nunca
1829.0,Mujer,Maestría finalizada,En la última semana,Ayer,Nunca,Nunca
1830.0,Mujer,Grado Universitario,En la última decada,En el último año,Hace mas de una decada,Hace mas de una decada
1831.0,Mujer,Grado Universitario,Ayer,En la última decada,Nunca,En la última semana
1832.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,Nunca,Nunca
1833.0,Hombre,Grado Universitario,En la última semana,Ayer,Nunca,Nunca
1834.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1835.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última semana,Nunca
1836.0,Hombre,Grado Universitario,En el último año,En la última semana,Hace mas de una decada,En la última semana
1837.0,Mujer,Diploma/certificado profesional,En la última decada,Ayer,Nunca,Nunca
1838.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,Nunca,Nunca
1839.0,Mujer,Diploma/certificado profesional,Ayer,Ayer,Hace mas de una decada,Nunca
1840.0,Mujer,Diploma/certificado profesional,En el último mes,En el último año,Hace mas de una decada,Hace mas de una decada
1841.0,Mujer,Grado Universitario,En la última decada,En la última semana,En la última semana,En la última semana
1842.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1843.0,Hombre,Grado Universitario,En el último mes,Ayer,Nunca,Nunca
1844.0,Hombre,Doctorado finalizado,En la última semana,En la última semana,Hace mas de una decada,Hace mas de una decada
1845.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,Nunca,Nunca
1846.0,Hombre,Grado Universitario,En la última semana,En el último año,Hace mas de una decada,Nunca
1847.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
1848.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1849.0,Mujer,Educación Técnica o de Universidad(No finalizada),En el último año,Ayer,En la última semana,En el último mes
1850.0,Hombre,Diploma/certificado profesional,En la última decada,Ayer,Nunca,Nunca
1851.0,Mujer,Grado Universitario,En el último año,En la última semana,Nunca,Nunca
1852.0,Hombre,Dejó la escuela a los 17 años,En la última semana,En la última decada,En la última decada,Nunca
1853.0,Hombre,Diploma/certificado profesional,Ayer,Ayer,Nunca,Nunca
1854.0,Mujer,Maestría finalizada,En la última semana,En el último año,Nunca,Nunca
1855.0,Hombre,Dejó la escuela a los 16 años,En el último año,En la última semana,En la última decada,Nunca
1856.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1857.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,En la última decada,En la última decada
1858.0,Hombre,Dejó la escuela a los 17 años,En la última semana,En la última decada,En la última decada,Nunca
1859.0,Hombre,Diploma/certificado profesional,En el último mes,En el último mes,Nunca,Nunca
1860.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último mes,Nunca,Nunca
1861.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,En el último año,En la última decada,En la última decada
1862.0,Hombre,Dejó la escuela a los 18 años,En el último mes,Ayer,Nunca,Nunca
1863.0,Hombre,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En el último mes,En la última decada
1864.0,Mujer,Grado Universitario,En la última semana,Ayer,Nunca,En la última semana
1865.0,Mujer,Grado Universitario,En la última semana,En la última decada,Nunca,Nunca
1866.0,Hombre,Dejó la escuela antes de los 16 años,Ayer,Ayer,En la última semana,En la última semana
1867.0,Mujer,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1868.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,En la última semana,En la última semana
1869.0,Mujer,Diploma/certificado profesional,En la última semana,Ayer,Nunca,Nunca
1870.0,Mujer,Grado Universitario,Ayer,Ayer,Nunca,Nunca
1871.0,Mujer,Educación Técnica o de Universidad(No finalizada),Ayer,Ayer,En la última semana,En la última semana
1872.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última decada,Ayer,Nunca,Nunca
1873.0,Hombre,Educación Técnica o de Universidad(No finalizada),En el último año,En el último año,Nunca,Nunca
1874.0,Mujer,Grado Universitario,Ayer,En el último año,Nunca,Nunca
1875.0,Hombre,Dejó la escuela a los 18 años,Ayer,Ayer,En la última decada,Ayer
1876.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,Ayer,Nunca,Nunca
1877.0,Hombre,Dejó la escuela a los 17 años,En la última semana,Ayer,En la última semana,En la última semana
1878.0,Hombre,Educación Técnica o de Universidad(No finalizada),En la última semana,En la última decada,Nunca,Nunca
